en,tr,pos,emoji,yuksek_getiri,syn,kaynaklar,cikmis_tekrar,cikmis_donemler,grup,example,exampleTr,tier
"lock in","hapsetmek, içeride tutmak, sabitlemek","phrasal","🔗",0,"trap; retain; secure","Koç havuzu",0,"",,"Forests lock in large amounts of carbon within their trunks and roots.","Ormanlar, gövdeleri ve kökleri içinde büyük miktarda karbonu hapseder.",2
"mark out","belirlemek, işaretlemek, sınırlarını çizmek","phrasal","🧑‍🔧",0,"define; delineate; designate","Koç havuzu",0,"",,"The team marked out a study area to record the growth of the plants.","Ekip, bitkilerin büyümesini kaydetmek için bir çalışma alanı belirledi.",3
"pass on","aktarmak, iletmek, geçirmek","phrasal","🔗",0,"transmit; hand down; convey","Çıkmış sorular; Koç havuzu",1,"2024-2",,"Parents pass on their genetic traits to their offspring.","Ebeveynler, genetik özelliklerini yavrularına aktarır.",1
"phase in","kademeli olarak uygulamaya koymak, tedricen sokmak","phrasal","🐌",0,"introduce gradually; bring in; roll out","Koç havuzu",0,"",,"The country plans to phase in cleaner sources of energy over the next decade.","Ülke, önümüzdeki on yıl içinde daha temiz enerji kaynaklarını kademeli olarak uygulamaya koymayı planlıyor.",2
"pile up","yığılmak, birikmek, üst üste toplanmak","phrasal","🧺",0,"accumulate; build up; amass","Koç havuzu",0,"",,"Plastic waste continues to pile up in the world's oceans.","Plastik atık, dünya okyanuslarında yığılmaya devam ediyor.",1
"plug into","bağlamak, prize takmak, dahil olmak","phrasal","🔗",0,"connect to; link to; attach to","Koç havuzu",0,"",,"The sensor plugs into the main circuit and sends data to the computer.","Sensör, ana devreye bağlanır ve bilgisayara veri gönderir.",2
"ramp up","artırmak, hızlandırmak, yükseltmek","phrasal","🏞️",0,"increase; boost; step up","Koç havuzu",0,"",,"The factory ramped up production to meet the growing demand for the vaccine.","Fabrika, aşıya olan artan talebi karşılamak için üretimi artırdı.",1
"round off","yuvarlamak, tamamlamak","phrasal","🔗",0,"round; approximate; finish","Koç havuzu",0,"",,"We round off the measurement to two decimal places for simplicity.","Basitlik için ölçümü iki ondalık basamağa yuvarlarız.",3
"seep into","içine sızmak, süzülerek girmek","phrasal","🕊️",0,"leak into; penetrate; infiltrate","Koç havuzu",0,"",,"Fertilizers can seep into groundwater and pollute drinking supplies.","Gübreler, yeraltı suyuna sızabilir ve içme kaynaklarını kirletebilir.",2
"sift through","elemek, ayıklamak, dikkatle incelemek","phrasal","🌙",0,"examine; search through; filter","Koç havuzu",0,"",,"Researchers sift through vast amounts of data to find meaningful patterns.","Araştırmacılar, anlamlı örüntüler bulmak için büyük miktarda veriyi dikkatle inceler.",2
"sink in","emilmek, içine geçmek, iyice anlaşılmak","phrasal","🔗",0,"soak in; penetrate; absorb","Koç havuzu",0,"",,"The water sinks in slowly, allowing the roots to absorb the moisture.","Su yavaşça içine geçer ve köklerin nemi emmesine olanak tanır.",3
"split up","ayrılmak, parçalara ayırmak, bölmek","phrasal","🌙",0,"separate; divide; break up","Koç havuzu",0,"",,"A prism can split up white light into its component colours.","Bir prizma, beyaz ışığı bileşen renklerine ayırabilir.",2
"spread out","yayılmak, dağılmak, genişlemek","phrasal","⛰️",0,"disperse; scatter; extend","Koç havuzu",0,"",,"The oil spreads out across the water surface to form a thin film.","Yağ, ince bir tabaka oluşturmak için su yüzeyine yayılır.",1
"stir up","harekete geçirmek, karıştırmak, kabartmak","phrasal","❄️",0,"disturb; agitate; churn up","Koç havuzu",0,"",,"Strong currents stir up sediment from the bottom of the lake.","Güçlü akıntılar, gölün dibindeki tortuyu harekete geçirir.",1
"strip away","sıyırıp almak, soymak, uzaklaştırmak","phrasal","🏞️",0,"remove; peel off; erode","Koç havuzu",0,"",,"Heavy rain can strip away the fertile top layer of the soil.","Şiddetli yağmur, toprağın verimli üst katmanını sıyırıp götürebilir.",2
"tap into","yararlanmak, kullanmak, erişmek","phrasal","👍",0,"exploit; draw on; access","Koç havuzu",0,"",,"Engineers hope to tap into the vast energy stored beneath the Earth's crust.","Mühendisler, Dünya'nın kabuğu altında depolanan muazzam enerjiden yararlanmayı umuyor.",1
"thin out","seyrelmek, azalmak, aralık hale gelmek","phrasal","📉",0,"reduce; diminish; decrease","Koç havuzu",0,"",,"The atmosphere thins out steadily as altitude increases.","Atmosfer, yükseklik arttıkça giderek seyrelir.",2
"trace back to","kökenini -e dayandırmak, izini sürmek","phrasal","🏞️",0,"attribute to; originate from; date back to","Koç havuzu",0,"",,"Scientists trace the outbreak back to a single contaminated water source.","Bilim insanları, salgının kökenini tek bir kirlenmiş su kaynağına dayandırıyor.",2
"wash away","sürükleyip götürmek, alıp götürmek, yıkayıp temizlemek","phrasal","💥",0,"erode; sweep away; carry off","Koç havuzu",0,"",,"Heavy floods can wash away the soil and expose the underlying rock.","Şiddetli seller toprağı sürükleyip götürebilir ve alttaki kayayı açığa çıkarabilir.",2
"weed out","ayıklamak, elemek, temizlemek","phrasal","🌙",0,"eliminate; remove; filter out","Koç havuzu",0,"",,"Careful checks help weed out unreliable results from the data set.","Dikkatli kontroller, veri kümesindeki güvenilmez sonuçları ayıklamaya yardımcı olur.",3
"assessment","değerlendirme, ölçme","n","📦",0,"evaluation","Çıkmış sorular; Koç havuzu",1,"2023-2",,"An accurate assessment of environmental risks requires long-term data collection.","Çevresel risklerin doğru bir değerlendirmesi, uzun vadeli veri toplamayı gerektirir.",1
"analysis","analiz, çözümleme","n","🔬",0,"examination","Çıkmış sorular; Koç havuzu",1,"2025-2",,"A detailed analysis of the water samples revealed high levels of contamination.","Su örneklerinin ayrıntılı bir analizi, yüksek düzeyde kirlilik olduğunu ortaya koydu.",1
"research","araştırma","n","🔬",0,"investigation; study","Çıkmış sorular; Koç havuzu",2,"2024-2; 2025-2",,"Recent research suggests that gene therapy may cure certain inherited diseases.","Yakın zamandaki araştırmalar, gen tedavisinin bazı kalıtsal hastalıkları iyileştirebileceğini öne sürüyor.",1
"concept","kavram, fikir","n","💭",0,"notion; idea","Çıkmış sorular; Zafer Hoca; Koç havuzu",1,"2025-2",,"The concept of natural selection is central to evolutionary biology.","Doğal seçilim kavramı, evrimsel biyolojinin merkezindedir.",1
"factor","etken, faktör","n","📦",0,"element; cause","Koç havuzu",0,"",,"Temperature is a key factor influencing the rate of chemical reactions.","Sıcaklık, kimyasal tepkimelerin hızını etkileyen önemli bir etkendir.",1
"effect","etki, sonuç","n","📦",0,"result; consequence","Koç havuzu",0,"",,"The greenhouse effect traps heat in the Earth's atmosphere.","Sera etkisi, Dünya'nın atmosferinde ısıyı hapseder.",1
"theory","kuram, teori","n","💭",0,"hypothesis","Çıkmış sorular; Koç havuzu",1,"2023-1",,"Einstein's theory of relativity transformed our understanding of space and time.","Einstein'ın görelilik kuramı, uzay ve zaman anlayışımızı dönüştürdü.",1
"method","yöntem, metot","n","📦",0,"technique; approach","Çıkmış sorular; Koç havuzu",2,"2024-1; 2025-2",,"Scientists developed a new method for detecting trace amounts of pollutants.","Bilim insanları eser miktarda kirleticiyi saptamak için yeni bir yöntem geliştirdi.",1
"technique","teknik, yöntem","n","📦",0,"method","Çıkmış sorular; Koç havuzu",3,"2024-1; 2024-2; 2025-2",,"This imaging technique allows doctors to observe tumors without surgery.","Bu görüntüleme tekniği, doktorların ameliyat olmadan tümörleri gözlemlemesini sağlar.",1
"particle","parçacık, tanecik","n","📦",0,"fragment","Koç havuzu",0,"",,"Subatomic particles behave in ways that defy classical physics.","Atom altı parçacıklar, klasik fiziğe meydan okuyan şekillerde davranır.",1
"molecule","molekül","n","⚗️",0,"","Koç havuzu",0,"",,"A water molecule consists of two hydrogen atoms and one oxygen atom.","Bir su molekülü iki hidrojen atomu ve bir oksijen atomundan oluşur.",1
"cell","hücre","n","🔬",0,"","Çıkmış sorular; Koç havuzu",2,"2021-2; 2022-2",,"Every living organism is composed of one or more cells.","Her canlı organizma bir veya daha fazla hücreden oluşur.",1
"organism","organizma, canlı","n","🐾",0,"creature","Çıkmış sorular; Koç havuzu",1,"2025-2",,"Microscopic organisms play a vital role in decomposing organic matter.","Mikroskobik organizmalar, organik maddenin ayrışmasında hayati bir rol oynar.",1
"species","tür","n","🦎",0,"","Çıkmış sorular; Zafer Hoca; Koç havuzu",7,"2021-1; 2021-2; 2022-2; 2023-2; 2024-1; 2025-1; 2025-2",,"Thousands of species become extinct each year due to habitat loss.","Yaşam alanı kaybı nedeniyle her yıl binlerce tür yok oluyor.",1
"climate","iklim","n","🌦️",0,"","Çıkmış sorular; Zafer Hoca; Koç havuzu",1,"2025-2",,"Climate change is accelerating the melting of polar ice caps.","İklim değişikliği, kutup buzullarının erimesini hızlandırıyor.",1
"environment","çevre, ortam","n","📦",0,"surroundings","Çıkmış sorular; Koç havuzu",1,"2025-2",,"Human activity has profoundly altered the natural environment.","İnsan faaliyeti, doğal çevreyi derinden değiştirmiştir.",1
"temperature","sıcaklık","n","🌡️",0,"","Çıkmış sorular; Koç havuzu",1,"2025-2",,"Global average temperatures have risen sharply over the past century.","Küresel ortalama sıcaklıklar geçtiğimiz yüzyılda keskin bir şekilde yükseldi.",1
"energy","enerji","n","⚡",0,"power","Çıkmış sorular; Koç havuzu",1,"2024-1",,"Solar panels convert energy from the sun into electricity.","Güneş panelleri, güneşten gelen enerjiyi elektriğe dönüştürür.",1
"radiation","ışıma, radyasyon","n","☢️",0,"","Çıkmış sorular; Koç havuzu",1,"2025-2",,"Excessive exposure to ultraviolet radiation can damage skin cells.","Ultraviyole radyasyona aşırı maruz kalmak deri hücrelerine zarar verebilir.",1
"reaction","tepkime, reaksiyon","n","⚗️",0,"response","Koç havuzu",0,"",,"The chemical reaction released a large amount of heat.","Kimyasal tepkime büyük miktarda ısı açığa çıkardı.",1
"data","veri","n","💻",0,"information","Koç havuzu",0,"",,"The satellite collected vast amounts of data about ocean currents.","Uydu, okyanus akıntıları hakkında çok büyük miktarda veri topladı.",1
"result","sonuç","n","📦",0,"outcome","Koç havuzu",0,"",,"The results of the study were published in a leading scientific journal.","Çalışmanın sonuçları önde gelen bir bilimsel dergide yayımlandı.",1
"significance","önem, anlam","n","💧",0,"importance","Çıkmış sorular; Koç havuzu",3,"2022-2; 2024-1; 2025-2",,"The discovery is of great significance for cancer research.","Bu keşif, kanser araştırmaları açısından büyük önem taşımaktadır.",1
"importance","önem","n","💧",0,"significance","Çıkmış sorular; Koç havuzu",1,"2021-2",,"Scientists emphasize the importance of preserving wetland ecosystems.","Bilim insanları sulak alan ekosistemlerini korumanın önemini vurguluyor.",1
"rate","oran, hız","n","📊",0,"pace; ratio","Çıkmış sorular; Koç havuzu",1,"2023-2",,"The rate of glacier retreat has doubled in the last two decades.","Buzul geri çekilme hızı son yirmi yılda iki katına çıkmıştır.",1
"ratio","oran, nispet","n","📊",0,"proportion","Koç havuzu",0,"",,"The ratio of predators to prey affects the stability of the ecosystem.","Avcıların ava oranı, ekosistemin dengesini etkiler.",1
"level","seviye, düzey","n","📦",0,"degree","Koç havuzu",0,"",,"Rising sea levels threaten coastal cities around the world.","Yükselen deniz seviyeleri, dünya çapındaki kıyı şehirlerini tehdit ediyor.",1
"quantity","miktar, nicelik","n","📦",0,"amount","Çıkmış sorular; Koç havuzu",1,"2021-2",,"Large quantities of methane are released from melting permafrost.","Eriyen kalıcı buzullardan büyük miktarlarda metan salınır.",1
"resource","kaynak","n","📦",0,"supply","Koç havuzu",0,"",,"Fresh water is a finite resource that must be managed carefully.","Tatlı su, dikkatle yönetilmesi gereken sınırlı bir kaynaktır.",1
"material","malzeme, madde","n","📦",0,"substance","Koç havuzu",0,"",,"Engineers are developing lightweight materials for aircraft construction.","Mühendisler, uçak yapımı için hafif malzemeler geliştiriyor.",1
"element","element, öğe","n","⚗️",0,"component","Çıkmış sorular; Koç havuzu",1,"2025-1",,"Carbon is an essential element in all known forms of life.","Karbon, bilinen tüm yaşam biçimlerinde temel bir elementtir.",1
"system","sistem, dizge","n","📦",0,"","Koç havuzu",0,"",,"The nervous system transmits signals throughout the body.","Sinir sistemi, vücut boyunca sinyalleri iletir.",1
"mechanism","mekanizma, düzenek","n","📦",0,"process","Koç havuzu",0,"",,"Scientists are studying the mechanism behind antibiotic resistance.","Bilim insanları, antibiyotik direncinin arkasındaki mekanizmayı inceliyor.",1
"framework","çerçeve, yapı","n","📦",0,"structure","Koç havuzu",0,"",,"The researchers proposed a theoretical framework for studying climate feedback.","Araştırmacılar, iklim geri beslemesini incelemek için kuramsal bir çerçeve önerdi.",1
"hypothesis","varsayım, hipotez","n","💭",0,"theory; assumption","Çıkmış sorular; Koç havuzu",1,"2024-2",,"The data supported the hypothesis that warming oceans intensify storms.","Veriler, ısınan okyanusların fırtınaları şiddetlendirdiği hipotezini destekledi.",1
"measurement","ölçüm","n","📏",0,"","Koç havuzu",0,"",,"Precise measurements are essential in experimental physics.","Deneysel fizikte hassas ölçümler şarttır.",1
"finding","bulgu","n","🔍",0,"result; discovery","Koç havuzu",0,"",,"The findings of the survey were consistent with earlier studies.","Anketin bulguları, daha önceki çalışmalarla tutarlıydı.",1
"progress","ilerleme","n","🌱",0,"advance","Çıkmış sorular; Koç havuzu",1,"2025-2",,"Significant progress has been made in renewable energy technologies.","Yenilenebilir enerji teknolojilerinde önemli ilerleme kaydedilmiştir.",1
"treatment","tedavi","n","💊",0,"therapy","Çıkmış sorular; Koç havuzu",2,"2022-2; 2023-1",,"Early treatment greatly improves the chances of recovery.","Erken tedavi, iyileşme şansını büyük ölçüde artırır.",1
"symptom","belirti, semptom","n","🤒",0,"sign; indication","Koç havuzu",0,"",,"Fever and fatigue are common symptoms of many viral infections.","Ateş ve yorgunluk, birçok viral enfeksiyonun yaygın belirtileridir.",1
"prevalence","yaygınlık, görülme sıklığı","n","👁️",0,"frequency; commonness","Çıkmış sorular; Koç havuzu",2,"2018-1; 2022-2",,"The prevalence of obesity has risen dramatically in industrialized nations.","Obezitenin yaygınlığı, sanayileşmiş ülkelerde çarpıcı biçimde artmıştır.",1
